idpessoa,idproduto,qtitem
01000018N3,01000L2I49,5
01000018N3,01000L3VCF,6
01000018N3,01000L4458,4
01000018N3,01000L481N,728
01000018N3,01000L4C8J,3
01000018N3,01000L4E12,3
01000018N3,01000L4OC7,14
01000018N3,01000L5C3T,2
01000018N3,01000L5E0C,9.378
01000018N3,01000L5K4V,30.156
01000018N3,01000L5M0Y,13.227
01000018N3,01000L6WCB,7
01000018N3,01000L756X,16
01000018N3,01000L77JN,2
01000018N3,01000L7H1M,4
01000018N3,01000L7U1R,9
01000018N3,01000L9412,1
01000018N3,01000L9C3U,12.828
01000018N3,01000L9E9J,2.796
01000018N3,01000L9G4Y,7.574
01000018N3,01000L9I47,6.352
01000018N3,01000L9K53,2.088
01000018N3,01000L9M1M,7.567
01000018N3,01000L9O0B,1.788
01000018N3,01000L9Q55,3.034
01000018N3,01000L9UC2,13.016
01000018N3,01000L9WBF,36.042
01000018N3,01000L9Y8B,13
01000018N3,01000LA28B,9.084
01000018N3,01000LAF1J,156.544
01000018N3,01000LAHOQ,9
01000018N3,01000LAJ18,9
01000018N3,01000LAPTM,6.708
01000018N3,01000LARJE,4
01000018N3,01000LATCB,4.165
01000018N3,01000LAX1V,5
01000018N3,01000LB1H6,10.154
01000018N3,01000LBH0M,5
01000018N3,01000LBPKE,3
01000018N3,01000LCJ4T,4
01000018N3,01000LCL2Q,1
01000018N3,01000LCNBO,5
01000018N3,01000LCP2D,2
01000018N3,01000LD18L,6
01000018N3,01000LD3SL,4
01000018N3,01000LD568,40.366
01000018N3,01000LDDL5,4
01000018N3,01000LDH0G,6.232
01000018N3,01000LDN5C,19
01000018N3,01000LE13Q,15
01000018N3,01000LGWO7,5
01000018N3,01000LH0GG,17.063
01000018N3,01000LH67P,4.324
01000018N3,01000LHWC9,3
01000018N3,01000LI228,4
01000018N3,01000LIGDA,2
01000018N3,01000LJBFU,2.098
01000018N3,01000LJDA7,9.342
01000018N3,01000LJF4B,9.722
01000018N3,01000LJH9N,17
01000018N3,01000LJJ4D,5
01000018N3,01000LLZ4S,5
01000018N3,01000LME31,4
01000018N3,01000LMU2T,16
01000018N3,01000LNPAF,1
01000018N3,01000LOJJN,1
01000018N3,01000LP34L,2
01000018N3,01000LPB0H,5
01000018N3,01000LPD8F,3
01000018N3,01000LPF01,2
01000018N3,01000LPN3M,1
01000018N3,01000LPPEU,2
01000018N3,01000LPT5K,22
01000018N3,01000LQS00,2
01000018N3,01000LQW1P,2
01000018N3,01000LQY0G,14.502
01000018N3,01000LR62J,18
01000018N3,01000LRA1Q,1.954
01000018N3,01000LSZ5O,2
01000018N3,01000LTRJC,12
01000018N3,01000LTXDC,3
01000018N3,01000LU1CT,4
01000018N3,01000LVJ25,1
01000018N3,01000LVL65,3
01000018N3,01000LXB6F,2
01000018N3,01000LXFAW,14
01000018N3,01000LYC3N,10
01000018N3,01000LYEEK,0.804
01000018N3,01000LYG80,2.974
01000018N3,01000LYK9O,5
01000018N3,01000LYO2X,2
01000018N3,01000M0278,33
01000018N3,01000M0EHR,11
01000018N3,01000M0S94,55
01000018N3,01000M0W8K,2
01000018N3,01000M1901,11
01000018N3,01000M1D6Z,9
01000018N3,01000M1H3G,263
01000018N3,01000M1K8H,14
01000018N3,01000M1M4A,25
01000018N3,01000M1S7I,3.762
01000018N3,01000M1Z07,2.86
01000018N3,01000M21RS,5.89
01000018N3,01000M23WQ,18.664
01000018N3,01000M2JHY,3.318
01000018N3,01000M2T07,8.43999999999999
01000018N3,01000M352T,52
01000018N3,01000M3LP0,4.598
01000018N3,01000M3Q8E,0.302
01000018N3,01000M3WRE,1.5
01000018N3,01000M4103,3.28
01000018N3,01000M5I6R,2
01000018N3,01000M5OCG,1
01000018N3,01000M5Q0T,2
01000018N3,01000M5U2P,7
01000018N3,01000M5WW5,6
01000018N3,01000M680M,5
01000018N3,01000M6C0J,17
01000018N3,01000M6EA0,1
01000018N3,01000M6GDI,1
01000018N3,01000M6O84,5
01000018N3,01000M6SHP,14
01000018N3,01000M6WOS,2
01000018N3,01000M7540,3
01000018N3,01000M77C3,1
01000018N3,01000M7940,6
01000018N3,01000M7D1V,12
01000018N3,01000M8A0T,1
01000018N3,01000M8S3U,10
01000018N3,01000M8U04,2
01000018N3,01000M96MN,1.828
01000018N3,01000M98EF,0.664
01000018N3,01000M9G73,7
01000018N3,01000MA483,24
01000018N3,01000MA62S,3.308
01000018N3,01000MAJKD,2
01000018N3,01000MAP24,8.225
01000018N3,01000MAT0G,9
01000018N3,01000MBBAP,5
01000018N3,01000MBD54,16
01000018N3,01000MBL1X,7
01000018N3,01000MBPB9,3.922
01000018N3,01000MCI1Z,6
01000018N3,01000MCMBE,1.928
01000018N3,01000MCWTF,1.63
01000018N3,01000MD20Y,14
01000018N3,01000MDC4C,19
01000018N3,01000MDG13,12
01000018N3,01000MDQBB,6
01000018N3,01000MDS3B,14
01000018N3,01000ME20G,7
01000018N3,01000MEU29,20
01000018N3,01000MF95K,3
01000018N3,01000MFV12,9
01000018N3,01000MG33Y,4
01000018N3,01000MGH7V,5
01000018N3,01000MGWBJ,1
01000018N3,01000MH06A,14
01000018N3,01000MHJBK,1
01000018N3,01000MHPB7,4
01000018N3,01000MHXCJ,8
01000018N3,01000MI738,10
01000018N3,01000MI902,12
01000018N3,01000MIDLE,1
01000018N3,01000MIF16,8
01000018N3,01000MIT50,1.632
01000018N3,01000MIXGC,32.48
01000018N3,01000MJ157,37.208
01000018N3,01000MJ6H2,3.479
01000018N3,01000MJ833,37.029
01000018N3,01000MK20M,19.626
01000018N3,01000MK4I5,0.316
01000018N3,01000MK63P,6.752
01000018N3,01000MKC8T,31.148
01000018N3,01000MKE9B,5.954
01000018N3,01000MKG14,22.093
01000018N3,01000MKICO,3.096
01000018N3,01000MKN7Z,11.968
01000018N3,01000MKPP1,1.056
01000018N3,01000MKRBB,1.98
01000018N3,01000MKT8G,1.698
01000018N3,01000MKV3X,2.178
01000018N3,01000MKXCK,0.404
01000018N3,01000MKZ9U,0.792
01000018N3,01000ML15P,2.942
01000018N3,01000ML33F,0.964
01000018N3,01000ML529,2.966
01000018N3,01000MLB4H,4.204
01000018N3,01000MLF0D,3.158
01000018N3,01000MLHBF,2.796
01000018N3,01000MLLIP,3
01000018N3,01000MLN02,1
01000018N3,01000MLZAU,25.211
01000018N3,01000MM11A,3.718
01000018N3,01000MM7E2,0.69
01000018N3,01000MM9L6,3.702
01000018N3,01000MMB9Q,9.316
01000018N3,01000MMD3L,17.962
01000018N3,01000MMF8H,2.11
01000018N3,01000MMHB6,9.446
01000018N3,01000MMJ7V,6.039
01000018N3,01000MML4N,11.896
01000018N3,01000MMN9L,4.57
01000018N3,01000MMP5R,27.96
01000018N3,01000MMR7R,8.876
01000018N3,01000MMT1C,0.102
01000018N3,01000MMV3C,21.528
01000018N3,01000MMX90,3.444
01000018N3,01000MN14Z,10.49
01000018N3,01000MN359,3.588
01000018N3,01000MN55A,7.454
01000018N3,01000MN74B,6.10399999999999
01000018N3,01000MN9C8,41.887
01000018N3,01000MNB0I,8.044
01000018N3,01000MND0U,16.098
01000018N3,01000MNF1H,2.762
01000018N3,01000MNHKM,39.484
01000018N3,01000MOA2D,2.438
01000018N3,01000MOZ19,34.634
01000018N3,01000MP11H,6.207
01000018N3,01000MP37G,18.4
01000018N3,01000MP5G5,2.294
01000018N3,01000MP7EA,22.183
01000018N3,01000MPJA3,14.551
01000018N3,01000MPQ1B,3
01000018N3,01000MPSA1,85
01000018N3,01000MQ07K,1
01000018N3,01000MQ60G,19
01000018N3,01000MQC12,8
01000018N3,01000MQE3G,21
01000018N3,01000MQGGQ,1
01000018N3,01000MQI7I,34
01000018N3,01000MQK3K,3
01000018N3,01000MQMFA,36
01000018N3,01000MQQ9Q,6
01000018N3,01000MQUBT,9
01000018N3,01000MQY33,1
01000018N3,01000MR4PC,1
01000018N3,01000MR6CT,3
01000018N3,01000MR8LU,4
01000018N3,01000MRAAX,11
01000018N3,01000MRCCW,11
01000018N3,01000MRI0T,1
01000018N3,01000MRK87,16
01000018N3,01000MRM3G,16
01000018N3,01000MRO0Q,19
01000018N3,01000MRQ2P,18
01000018N3,01000MRUQ1,24
01000018N3,01000MRYB1,5
01000018N3,01000MS03S,4
01000018N3,01000MS22J,7
01000018N3,01000MS4MB,6
01000018N3,01000MS6BI,39
01000018N3,01000MS818,2
01000018N3,01000MSC0E,14
01000018N3,01000MSE4X,1
01000018N3,01000MSGHL,7
01000018N3,01000MSI9D,13
01000018N3,01000MSMAF,5
01000018N3,01000MSO1N,7
01000018N3,01000MSQGH,58
01000018N3,01000MSYN5,14
01000018N3,01000MT0BZ,14
01000018N3,01000MT28J,1
01000018N3,01000MT44E,16
01000018N3,01000MTBIW,5
01000018N3,01000MTJ1Q,13
01000018N3,01000MTT07,5
01000018N3,01000MTX7F,2
01000018N3,01000MTZ0V,58
01000018N3,01000MUD12,6
01000018N3,01000MUFGA,16
01000018N3,01000MUI1K,5
01000018N3,01000MUQ2X,2
01000018N3,01000MUSB5,9
01000018N3,01000MV0GN,14
01000018N3,01000MVAK1,8
01000018N3,01000MVK7V,44
01000018N3,01000MWM9A,2
01000018N3,01000MWO0Q,1
01000018N3,01000MWS1B,4
01000018N3,01000MWY5J,1
01000018N3,01000MXAAR,3
01000018N3,01000MXEBT,6
01000018N3,01000MXUEK,5
01000018N3,01000MXWR8,1
01000018N3,01000MY20F,9
01000018N3,01000MY84E,1
01000018N3,01000MYC0Z,1
01000018N3,01000MYK0F,9
01000018N3,01000MYO48,5
01000018N3,01000MYS90,1.588
01000018N3,01000MYUKX,2
01000018N3,01000MYW09,1
01000018N3,01000MYYF5,21
01000018N3,01000MZ22Q,16.38
01000018N3,01000MZ402,3
01000018N3,01000MZ61P,21
01000018N3,01000MZCBU,2
01000018N3,01000MZEES,2
01000018N3,01000MZG14,2
01000018N3,01000MZI93,2
01000018N3,01000MZK3V,1
01000018N3,01000MZS15,12
01000018N3,01000MZYAQ,8
01000018N3,01000N0907,1
01000018N3,01000N0C0N,12
01000018N3,01000N0KA5,1
01000018N3,01000N0M0C,1
01000018N3,01000N0S53,4
01000018N3,01000N140E,8
01000018N3,01000N1E8G,4
01000018N3,01000N1O6R,14
01000018N3,01000N1Y8A,0.768
01000018N3,01000N244E,12.294
01000018N3,01000N263D,0.844
01000018N3,01000N2815,4.924
01000018N3,01000N2A07,1.284
01000018N3,01000N2C06,13
01000018N3,01000N2E9E,24.051
01000018N3,01000N2M1N,33.503
01000018N3,01000N2O0Y,32.748
01000018N3,01000N2Q38,7.044
01000018N3,01000N2UD9,28.63
01000018N3,01000N2W4T,45.472
01000018N3,01000N3490,16.333
01000018N3,01000N367E,1.916
01000018N3,01000N3A2D,4.166
01000018N3,01000N3C06,2.337
01000018N3,01000N3G6F,5.048
01000018N3,01000N3K7V,10.828
01000018N3,01000N3M8F,5
01000018N3,01000N3Q71,4.754
01000018N3,01000N3U00,16.034
01000018N3,01000N3W39,8.074
01000018N3,01000N3Y26,6
01000018N3,01000N4A17,1
01000018N3,01000N4E45,9
01000018N3,01000N4G0Y,2
01000018N3,01000N4I2V,7
01000018N3,01000N4Q69,4
01000018N3,01000N4S64,1
01000018N3,01000N5004,3
01000018N3,01000N6140,23.018
01000018N3,01000N6FKK,8
01000018N3,01000N6J4G,9
01000018N3,01000N71FL,12
01000018N3,01000N7D0Y,17
01000018N3,01000N7H8A,2
01000018N3,01000N7L9G,2
01000018N3,01000N8HCK,2
01000018N3,01000N8L76,1
01000018N3,01000N97CS,16.542
01000018N3,01000N9B1M,1.522
01000018N3,01000N9JCM,12.435
01000018N3,01000N9N7F,5.568
01000018N3,01000N9PBH,6.648
01000018N3,01000N9RC6,1.194
01000018N3,01000N9T5E,1.7
01000018N3,01000N9VA7,18.713
01000018N3,01000NA31O,6
01000018N3,01000NARA2,1
01000018N3,01000NAX5H,1
01000018N3,01000NB500,6
01000018N3,01000NC6SB,21
01000018N3,01000NDC4N,36
01000018N3,01000NDQ1E,5
01000018N3,01000NEM0Z,3
01000018N3,01000NEO9X,39
01000018N3,01000NER16,4
01000018N3,01000NEX8B,2
01000018N3,01000NF8BC,9
01000018N3,01000NFADZ,95
01000018N3,01000NG01H,2
01000018N3,01000NG2EO,1
01000018N3,01000NG7J5,2
01000018N3,01000NG9LK,1
01000018N3,01000NGG7Q,2
01000018N3,01000NHKF1,17.694
01000018N3,01000NHOJ0,8
01000018N3,01000NI60P,1
01000018N3,01000NOJ6S,12.556
01000018N3,01000NOL8K,24.494
01000018N3,01000NON7S,34.115
01000018N3,01000NOR8E,44.773
01000018N3,01000NOT3B,12.408
01000018N3,01000NOV36,50.251
01000018N3,01000NOX3W,15.95
01000018N3,01000NOZ0F,5.428
01000018N3,01000NP582,3.242
01000018N3,01000NP78Q,15.732
01000018N3,01000NP99X,5.188
01000018N3,01000NPF0E,28.442
01000018N3,01000NPRSC,1
01000018N3,01000NPT7A,5.446
01000018N3,01000NPXKB,2.262
01000018N3,01000NQ3JT,11
01000018N3,01000NQ54I,13
01000018N3,01000NQQ1J,128
01000018N3,01000NQSBB,7
01000018N3,01000NR80R,5
01000018N3,01000NSU7L,1
01000018N3,01000NT01F,6
01000018N3,01000NT203,6
01000018N3,01000NT4CH,148
01000018N3,01000NT620,5
01000018N3,01000NTA5K,112
01000018N3,01000NTI2O,10
01000018N3,01000NTK3R,5
01000018N3,01000NTM0D,1
01000018N3,01000NTQ04,3
01000018N3,01000NTSC8,8
01000018N3,01000NTWIM,4
01000018N3,01000NTYB5,3
01000018N3,01000NU31L,6
01000018N3,01000NU5M9,7
01000018N3,01000NU706,19
01000018N3,01000NUB0N,2
01000018N3,01000NUD5S,17
01000018N3,01000NUJ2B,8
01000018N3,01000NUL0T,21.182
01000018N3,01000NUN5A,24
01000018N3,01000NUP1Z,3.076
01000018N3,01000NUR7Y,10
01000018N3,01000NUT94,3
01000018N3,01000NUX37,8
01000018N3,01000NV72D,17
01000018N3,01000NV9JH,18
01000018N3,01000NVM6W,3
01000018N3,01000NVQBT,3
01000018N3,01000NVS7K,3
01000018N3,01000NVW02,6
01000018N3,01000NW84Q,1
01000018N3,01000NWCEE,2
01000018N3,01000NWEBK,1
01000018N3,01000NWG8J,5
01000018N3,01000NWI43,121
01000018N3,01000NWL0W,1
01000018N3,01000NWR0X,2
01000018N3,01000NX712,30
01000018N3,01000NX90R,12
01000018N3,01000NXJ5W,55.82
01000018N3,01000NXNEC,7
01000018N3,01000NXP1L,9
01000018N3,01000NXR1V,18.58
01000018N3,01000NXV0I,1.936
01000018N3,01000NXZBI,16
01000018N3,01000NY117,7
01000018N3,01000NY7O5,19.173
01000018N3,01000NY92H,37.014
01000018N3,01000NYBMF,1.882
01000018N3,01000NYDFC,1.386
01000018N3,01000NYFFY,41.4840000000001
01000018N3,01000NYH15,6.388
01000018N3,01000NYJBF,14.56
01000018N3,01000NYLIQ,15.485
01000018N3,01000NYN3V,33.136
01000018N3,01000NZP31,104.279
01000018N3,01000NZT67,4.44
01000018N3,01000NZV2F,31.606
01000018N3,01000NZX3J,19.392
01000018N3,01000O01LH,235.661
01000018N3,01000O0357,98.84
01000018N3,01000O05AO,50.393
01000018N3,01000O0713,19.787
01000018N3,01000O0D69,58.141
01000018N3,01000O0F1T,52.188
01000018N3,01000O0H63,11.203
01000018N3,01000O0J39,11.296
01000018N3,01000O0LA8,1.097
01000018N3,01000O0Y3L,12.316
01000018N3,01000O10GL,1
01000018N3,01000O12JJ,4
01000018N3,01000O14K2,1
01000018N3,01000O1A2S,13
01000018N3,01000O22PR,2
01000018N3,01000O246L,2
01000018N3,01000O286K,3
01000018N3,01000O2CMF,0.982
01000018N3,01000O2ERW,12.59
01000018N3,01000O2G3F,10
01000018N3,01000O2I1H,69.615
01000018N3,01000O2ODI,5.324
01000018N3,01000O2QLI,2
01000018N3,01000O2S4D,1.928
01000018N3,01000O2YK6,1
01000018N3,01000O3J1Z,2
01000018N3,01000O3V4M,2
01000018N3,01000O3Z0A,2
01000018N3,01000O43KM,6
01000018N3,01000O47BX,4.816
01000018N3,01000O4BF4,1
01000018N3,01000O4F0W,2.476
01000018N3,01000O55DH,17
01000018N3,01000O6RAF,7
01000018N3,01000O9GHO,10
01000018N3,01000OAQR5,6
01000018N3,01000OCAC2,6
01000018N3,01000OCZ23,5
01000018N3,01000OD10V,8
01000018N3,01000OEHDY,3
01000018N3,01000OEP7I,1
01000018N3,01000OEXL9,1
01000018N3,01000OFH0T,10
01000018N3,01000OFVCA,7
01000018N3,01000OGZ36,2
01000018N3,01000OH1CI,2
01000018N3,01000OIC1L,0.522
01000018N3,01000OIE9U,0.542
01000018N3,01000OIM3X,2
01000018N3,01000OIR4D,3
01000018N3,01000OIT04,6
01000018N3,01000OIX40,3
01000018N3,01000OIZIG,8
01000018N3,01000OJ3H8,3
01000018N3,01000OJB3X,4
01000018N3,01000OJD5K,2
01000018N3,01000OJJ5R,1
01000018N3,01000OJPLD,3
01000018N3,01000OJR3D,3
01000018N3,01000OK14E,17
01000018N3,01000OK9C1,2
01000018N3,01000OKB3Y,2
01000018N3,01000OKD0E,11
01000018N3,01000OKF07,1
01000018N3,01000OKLLX,5
01000018N3,01000OKP95,6
01000018N3,01000OKR7I,3
01000018N3,01000OKT05,1
01000018N3,01000OKV46,13
01000018N3,01000OKX0K,2
01000018N3,01000OKZ0G,41
01000018N3,01000OL1N0,5
01000018N3,01000OL328,3
01000018N3,01000OL52Q,19.21
01000018N3,01000OL7D9,64.414
01000018N3,01000OL9BW,2
01000018N3,01000OLBAR,0.316
01000018N3,01000OLD0S,18.825
01000018N3,01000OLHAW,1.248
01000018N3,01000OLJIT,11
01000018N3,01000OLSG2,48
01000018N3,01000OLX7F,12.422
01000018N3,01000OM151,5.892
01000018N3,01000OM54D,10.25
01000018N3,01000OMZ1J,10
01000018N3,01000ON10R,7
01000018N3,01000ON75Z,2
01000018N3,01000ONBGM,3
01000018N3,01000OND3Q,3.416
01000018N3,01000OV27A,3
01000018N3,01000PNU0C,1
01000018N3,01000QMDMA,25
01000018N3,01000QOG0E,1
01000018N3,01000R7D1F,8
01000018N3,01000SLL9G,2
01000018N3,01000SOR9Y,7
01000018N3,01000SQO96,2
01000018N3,01000U1O9T,4
01000018N3,01000USZ2R,3.684
01000018N3,01000UTO4C,7.79
01000018N3,01000XF643,26
01000018N3,01000XFI18,5
01000018N3,01000XFN00,3
01000018N3,01000XFSJR,2
01000018N3,01000XFWE6,2
01000018N3,01000XG2AZ,1
01000018N3,01000XG7N4,2
01000018N3,01000XGBGC,4
01000018N3,01000XGF2U,2
01000018N3,01000XGJ82,18
01000018N3,01000XGN24,31
01000018N3,01000XGS18,2
01000018N3,01000XRI28,11
01000018N3,01001QG86D,1
01000018N3,01001QGG6I,1
01000018N3,01001QI3BQ,2
01000018N3,01001QIE3T,1
01000018N3,01001QIK1H,3
01000018N3,01001QIQED,1
01000018N3,01001QIXNY,2
01000018N3,01001QJRK1,1
01000018N3,01001QJXFI,1
01000018N3,01001QK9C6,10
01000018N3,01001QKF3D,2
01000018N3,01001QKL1Q,3
01000018N3,01001QKR4A,2
01000018N3,01001QL36N,3
01000018N3,01001QL909,1
01000018N3,01001QLL60,1
01000018N3,01001QLR6L,2
01000018N3,01001QMB1I,1
01000018N3,01001QMH40,1
01000018N3,01001QMZFP,3
01000018N3,01001QN504,1
01000018N3,01001QNIFI,2
01000018N3,01001QO029,1
01000018N3,01001QOI2W,3
01000018N3,01001RA47I,24.022
01000018N3,01001RM61E,10
01000018N3,01001S7H5I,10
01000018N3,01001T1ZBI,7
01000018N3,01001XPF1U,5
01000018N3,01001XQ60R,37
01000018N3,01001XQQ6Z,11
01000018N3,01001XRA32,10
01000018N3,01001XRI1O,10
01000018N3,01001XRX2I,28
01000018N3,01001XSA38,5
01000018N3,01001XSC1T,6
01000018N3,01001XSE2Z,8
01000018N3,01001XT0IH,2
01000018N3,01001XT27N,5
01000018N3,01001XT490,8
01000018N3,01001XTL39,4
01000018N3,01001XTN9O,7
01000018N3,01001XTQ0X,6
01000018N3,01001XU4H0,8
01000018N3,01001XUA0Y,2
01000018N3,01001XUDAJ,6
01000018N3,01001XUG15,4
01000018N3,01001XUI35,7
01000018N3,01001XUXPU,3
01000018N3,01001XVA7A,2
01000018N3,01001XVND3,1
01000018N3,01001XVR1J,6
01000018N3,01001XVUD9,6
01000018N3,01001XVZ4B,10
01000018N3,01001XYN0Y,6
01000018N3,01001XYP1V,5
01000018N3,01001XYX57,1
01000018N3,01001XZ52O,2
01000018N3,01001XZ74P,8
01000018N3,01001XZ9KF,5
01000018N3,01001XZEFA,6
01000018N3,01001XZN4U,5
01000018N3,01001XZP65,6
01000018N3,010023AF70,5
01000018N3,01002F6E6T,26
01000018N3,01002F6I2Q,49
01000018N3,01002F6R2D,15
01000018N3,01002F6TK1,33
01000018N3,01002FE843,1
01000018N3,01002FKM06,11
01000018N3,01003DPJG9,1.378
01000018N3,01003JRUGG,4.822
01000018N3,01003K9Y1B,9.996
01000018N3,01003LBU05,48
01000018N3,01003LBY36,50
01000018N3,01003M2CDO,3
01000018N3,01003M2LN4,3
01000018N3,01003M2P0O,3
01000018N3,01003M2TI3,15
01000018N3,01003M2X92,6
01000018N3,01003M34G8,5
01000018N3,01003M3B2T,8
01000018N3,01003M3GBG,14
01000018N3,01003M3SC3,2
01000018N3,01003M6LCE,7
01000018N3,01003M6R4Y,9
01000018N3,01003M6W3Z,10
01000018N3,01003M71DK,9
01000018N3,01003M7MGP,6
01000018N3,01003M7T9K,6
01000018N3,01003M7X0I,11
01000018N3,01003M81DK,6
01000018N3,01003M861A,8
01000018N3,01003M8BGJ,3
01000018N3,01003M8F2X,3
01000018N3,01003M8KDR,9
01000018N3,01003M8O0H,6
01000018N3,01003M8T7B,7
01000018N3,01003M8XGE,8
01000018N3,01003M925T,9
01000018N3,01003M9702,3
01000018N3,01003N2Z0F,0.34
01000018N3,01003N54AC,3.48
01000018N3,01003N5MCF,3.834
01000018N3,01003N5R4Q,3.492
01000018N3,01003N5WF7,2.074
01000018N3,01003NFSGN,2.36
01000018N3,01003O1N0K,3
01000018N3,01003O1U60,5
01000018N3,01003OD682,11
01000018N3,01003OHISR,12
01000018N3,01003OJL7E,8
01000018N3,01003OJZ07,11
01000018N3,01003OK5KK,5
01000018N3,01003OKC4K,7
01000018N3,01003OKE10,7
01000018N3,01003OKXG4,9
01000018N3,01003OL32W,10
01000018N3,01003P4J7M,3
01000018N3,01003P827F,5
01000018N3,01003PAF0B,15
01000018N3,01003UFF0T,753
01000018N3,01003UFKEG,2656
01000018N3,01005BO1AC,6
01000018N3,01005BP00J,7
01000018N3,01005BP2AB,7
01000018N3,01005BQ14J,8
01000018N3,01005BQ73D,6
01000018N3,01005BQB1J,9
01000018N3,01005BQQ1G,14
01000018N3,01005BR8FY,5
01000018N3,01005BRF0U,6
01000018N3,01005BRH4P,3
01000018N3,01005BRNLU,4
01000018N3,01005BRP5F,8
01000018N3,01005BTR9P,37
01000018N3,01005BU343,24
01000018N3,01005BU7CT,21
01000018N3,01005BU9KI,26
01000018N3,01005BVCI0,24
01000018N3,01005BVKEP,31
01000018N3,01005BW49V,868
01000018N3,01005BXG7V,71
01000018N3,01005BY971,3
01000018N3,01005BYKE9,8
01000018N3,01005BYM34,6
01000018N3,01005BYQ0W,7
01000018N3,01005BYSEK,11
01000018N3,01005EA7N1,9
01000018N3,01005EAFA9,7
01000018N3,01005EAP8S,7
01000018N3,01005EC16R,1
01000018N3,01005EQB3B,7
01000018N3,01005EQEJA,5
01000018N3,01005ETF00,203
01000018N3,01005ETI1R,239
01000018N3,01005EULRD,653
01000018N3,01005FT3DX,5
01000018N3,01005LRL0V,7
01000018N3,01005LSABW,5
01000018N3,01005LSSAS,4
01000018N3,01005LSW9C,10
01000018N3,01005LUQ80,1
01000018N3,01005LV571,14
01000018N3,01005M160R,56
01000018N3,01005MY08P,5
01000018N3,01005MYW2V,5
01000018N3,01005MZ83K,13
01000018N3,01005N05EW,7
01000018N3,01005NE2FG,3.048
01000018N3,01005NE525,5.73
01000018N3,01005NE95C,2.226
01000018N3,01005NEXGV,1.332
01000018N3,01005NG93A,3.072
01000018N3,01005NKP91,4.648
01000018N3,01005NLCLJ,7.424
01000018N3,01005NLVSP,30
01000018N3,01005NMT22,81
01000018N3,01005NN8FW,38
01000018N3,01005NNT3W,54
01000018N3,01005NOB2F,57
01000018N3,01005NOF4Y,86
01000018N3,01005NPDCT,69
01000018N3,01005NPI08,56
01000018N3,01005RLOBJ,1.592
01000018N3,01005S8R01,35
01000018N3,01005S8WGK,35
01000018N3,01005S8Y1W,22
01000018N3,01005S9107,22
01000018N3,01005S9V4A,12
01000018N3,01005SB1SF,2
01000018N3,01005SB5DN,4
01000018N3,01005SBB3C,15
01000018N3,01005SC221,10
01000018N3,01005SCA0R,5
01000018N3,01005T7STM,25
01000018N3,01005T8N10,27
01000018N3,01005TB45A,36
01000018N3,01005TBF3S,29
01000018N3,01005TBH05,16
01000018N3,01005TBS8Y,27
01000018N3,01005TC4AJ,31
01000018N3,01005TTG9X,4
01000018N3,01005TTVFQ,5
01000018N3,01005TTY40,8
01000018N3,01005TUB4N,6
01000018N3,01005TUF53,6
01000018N3,01005TUMC0,5
01000018N3,01005TVII1,4
01000018N3,01005TVQBU,5
01000018N3,01005TVYEL,6
01000018N3,01005TW31G,1
01000018N3,01005TX6AE,26
01000018N3,01005U0B5T,8
01000018N3,01005U0W1B,13
01000018N3,01005U0Y16,25
01000018N3,01005U1E1G,12
01000018N3,01005UH499,14
01000018N3,01005UI64G,8
01000018N3,01005UNCUH,2
01000018N3,01005UNO9P,3
01000018N3,01005UOM46,5
01000018N3,01005UOYBB,9
01000018N3,01005VZ00F,1
01000018N3,01005Y2L4D,100
01000018N3,01005YMNCQ,4
01000018N3,01005YMY59,11
01000018N3,01005YN960,10
01000018N3,01005Z3MGD,6
01000018N3,010062DL7C,1.314
01000018N3,010062IE86,1
01000018N3,010062KE8G,1
01000018N3,010062M03O,1
01000018N3,010063VXAU,222
01000018N3,010064H09F,2.898
01000018N3,010064HN6D,2.134
01000018N3,010064JH0E,2.974
01000018N3,010064JV0U,2.258
01000018N3,0100657N0C,4.954
01000018N3,0100657Q5D,8.012
01000018N3,0100657U1A,2.648
01000018N3,0100657W3S,6.958
01000018N3,0100664D06,11
01000018N3,01006USZ3C,14
01000018N3,01006UTA90,13
01000018N3,01006UTEIT,5
01000018N3,01006UTV5H,6
01000018N3,01008BEJ0M,2
01000018N3,01008BFHJ9,3
01000018N3,01008BFUAK,1
01000018N3,01008BGN48,4
01000018N3,01008BGU8X,4
01000018N3,01008BHB21,5
01000018N3,01008BHJ5B,1
01000018N3,01008BHO28,1
01000018N3,01008BHUCU,6
01000018N3,01008BI6R5,5
01000018N3,01008BI9BV,6
01000018N3,01008BIXF6,3
01000018N3,01008BJ8I3,4
01000018N3,01008BM525,5
01000018N3,01008BTG05,11
01000018N3,01008C0KFH,2
01000018N3,01008C1MNV,3
01000018N3,01008C5P1K,1
01000018N3,01008C86F4,10
01000018N3,01008C8PA5,3
01000018N3,01008C9MAO,4
01000018N3,01008CAC7T,1
01000018N3,01008CBH15,9
01000018N3,01008CL51Q,1
01000018N3,01008CM312,7
01000018N3,01008CN377,14
01000018N3,01008CNNBL,3
01000018N3,01008CRM1D,1
01000018N3,01008CS0L4,24
01000018N3,01008CSJ68,23
01000018N3,01008CSPEW,20
01000018N3,01008IEY01,11
01000018N3,01008IIH15,2
01000018N3,01008J04MA,2
01000018N3,01008K0DIB,0.05
01000018N3,01008K0MAV,4.328
01000018N3,01008M2D91,2.692
01000018N3,01008MAD0O,9.39199999999999
01000018N3,01008MI57A,6
