idpessoa,uf,cidade,risk_score,abc,recommended_product,reason,pitch
0100D9AL3C,SP,"Sorocaba",89.63,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DJWWIY,SP,"Sorocaba",86.14,B,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CAPL31,SP,"Sorocaba",97.83,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CPMT3C,SP,"Sorocaba",84.90,B,01000M6WOS,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DSFF5L,SP,"Sorocaba",81.34,B,01008STKD4,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E8BGQJ,SP,"Sorocaba",72.45,B,01000MI902,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BS0WIX,SP,"Sorocaba",76.82,B,01000KZTDQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100017E6K,SP,"Sorocaba",99.72,B,01005NN8FW,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DCM2JP,SP,"Sorocaba",89.73,B,01000FLS7T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100B7108I,SP,"Sorocaba",99.69,B,01000MVK7V,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CZ0S17,SP,"Sorocaba",92.69,B,01005TB45A,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E9DSBJ,SP,"Sorocaba",70.86,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100ECXYOO,SP,"Sorocaba",70.42,B,01000EO07V,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CYTZ14,SP,"Sorocaba",93.04,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BRYJ1B,SP,"Sorocaba",98.89,B,01000IJ4FK,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C26C3Q,SP,"Sorocaba",98.36,B,01000EPOAI,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C7FQLH,SP,"Sorocaba",97.91,B,01003UFKEG,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100E3LU0Y,SP,"Sorocaba",74.90,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100089H22,SP,"Sorocaba",84.66,B,01000FLS7T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C57MAR,SP,"Sorocaba",97.76,B,0100BVGH2H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008V0BJQ,SP,"Sorocaba",99.97,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DLHPB7,SP,"Sorocaba",85.25,B,0100BVGBFW,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DRT57W,SP,"Sorocaba",82.48,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D0YU14,SP,"Sorocaba",93.27,B,01000A2Y71,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C4SK19,SP,"Sorocaba",97.48,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B74659,SP,"Sorocaba",98.01,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E6725M,SP,"Sorocaba",73.39,B,01000DQB52,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DIUP3T,SP,"Sorocaba",86.64,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BLCI49,SP,"Sorocaba",99.30,B,01000M1M4A,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CNXY0F,SP,"Sorocaba",95.73,B,01000JYO5P,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CPHU2J,SP,"Sorocaba",95.56,B,01000JYO5P,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CFTK3C,SP,"Sorocaba",96.94,B,0100BVGELN,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DOPS04,SP,"Sorocaba",85.19,B,01000IGGIQ,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CG6J58,SP,"Sorocaba",96.62,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CD3EOM,SP,"Sorocaba",97.16,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010003ZJDL,SP,"Sorocaba",99.77,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100946BHR,SP,"Sorocaba",99.96,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AXUZAW,SP,"Sorocaba",87.34,B,01000GE1AU,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001Q9MH,SP,"Sorocaba",97.45,B,01000E0HFX,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCBP2G,SP,"Sorocaba",97.47,B,01000MKICO,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CWRA6B,SP,"Sorocaba",93.68,B,01000DHJ7O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CEM32A,SP,"Sorocaba",97.12,B,01000O0F1T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01009CWGLS,SP,"Sorocaba",92.89,B,01000NXR1V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CUJY25,SP,"Sorocaba",93.60,B,0100BVGELN,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4764L,SP,"Sorocaba",97.85,B,01000O0D69,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DRI6A5,SP,"Sorocaba",82.02,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E2ZEHU,SP,"Sorocaba",75.63,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DRIN2X,SP,"Sorocaba",82.02,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DGIT4Y,SP,"Sorocaba",85.95,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DZL315,SP,"Sorocaba",79.45,B,01000E7I0F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BKHK5V,SP,"Sorocaba",99.35,B,01000E7I0F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DF6RMA,SP,"Sorocaba",89.59,B,01000E7I0F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D5302Y,SP,"Sorocaba",92.50,B,01000E7I0F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DL1B0I,SP,"Sorocaba",87.12,B,01000E7I0F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010005A472,SP,"Sorocaba",79.12,B,01000E7I0F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CGR44U,SP,"Sorocaba",96.87,B,01000MQI7I,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CEICAQ,SP,"Sorocaba",97.12,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DYB69G,SP,"Sorocaba",77.52,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CD5WFC,SP,"Sorocaba",97.62,B,01000KZ005,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CCD07H,SP,"Sorocaba",97.62,B,01008QR207,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
010003IQ90,SP,"Sorocaba",74.72,B,01000O0D69,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100E4CW01,SP,"Sorocaba",73.77,B,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CAWI9B,SP,"Sorocaba",97.84,B,01000MSC0E,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CYWA96,SP,"Sorocaba",71.57,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BAZZ0A,SP,"Sorocaba",99.64,B,01005BRF0U,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D81X1H,SP,"Sorocaba",77.34,B,01000LQY0G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DF2QDK,SP,"Sorocaba",89.03,B,01000N9VA7,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BEDM8B,SP,"Sorocaba",99.55,B,0100B5RE0X,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D9XB63,SP,"Sorocaba",89.16,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010001WM0A,SP,"Sorocaba",99.95,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010005JA09,SP,"Sorocaba",70.26,B,01000E0HFX,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100629X13,SP,"Sorocaba",99.99,B,01000LD18L,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CPHXH3,SP,"Sorocaba",94.96,B,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BW7SFG,SP,"Sorocaba",98.76,B,01002F6I2Q,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BLEE46,SP,"Sorocaba",99.26,B,01000O55DH,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100082F2Z,SP,"Sorocaba",99.99,B,01000I1U5S,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100E5R8AA,SP,"Sorocaba",74.17,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C9ZQ6D,SP,"Sorocaba",97.60,B,01000MLZAU,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DLVF24,SP,"Sorocaba",85.26,B,01000NP78Q,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CMC099,SP,"Sorocaba",95.42,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010004C2PN,SP,"Sorocaba",73.12,B,01000NYLIQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CD0S0G,SP,"Sorocaba",97.39,B,01000MJ157,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DJAZ11,SP,"Sorocaba",86.02,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D3SO00,SP,"Sorocaba",91.69,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DL9437,SP,"Sorocaba",70.63,B,01000NZP31,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C7B91L,SP,"Sorocaba",98.05,B,01003PAF0B,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DI5C2A,SP,"Sorocaba",87.39,B,01000FKY12,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DLFP8D,SP,"Sorocaba",85.34,B,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100044UGR,SP,"Sorocaba",70.85,B,01008MAD0O,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C5H2V7,SP,"Sorocaba",97.93,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DKP7GW,SP,"Sorocaba",73.04,B,01000HLH0J,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DCZA33,SP,"Sorocaba",88.66,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CDCVBF,SP,"Sorocaba",97.28,B,01003N54AC,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C6V605,SP,"Sorocaba",97.79,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRRECX,SP,"Sorocaba",95.15,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C7139P,SP,"Sorocaba",97.89,B,01003N54AC,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CE4F0Q,SP,"Sorocaba",75.95,B,01000L9C3U,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CISM5C,SP,"Sorocaba",96.45,B,0100BVGBFW,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BKV70Z,SP,"Sorocaba",99.25,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DK0EG9,SP,"Sorocaba",85.85,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100EA47O5,SP,"Sorocaba",71.05,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BLHI6X,SP,"Sorocaba",79.64,B,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D6A90D,SP,"Sorocaba",90.97,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DUMU4A,SP,"Sorocaba",80.69,B,01000NPF0E,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C77F4T,SP,"Sorocaba",96.06,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4OA2R,SP,"Sorocaba",98.05,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DVX0A6,SP,"Sorocaba",78.39,B,01000LD568,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DBQR0C,SP,"Sorocaba",89.08,B,01000EU765,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CNH65K,SP,"Sorocaba",93.01,B,01000MNHKM,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CB4K0N,SP,"Sorocaba",97.59,B,01000MLZAU,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DSU0GM,SP,"Sorocaba",79.54,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D17QHL,SP,"Sorocaba",91.68,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DMMADB,SP,"Sorocaba",85.31,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DUBQ6W,SP,"Sorocaba",82.33,B,01000KZTDQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CRHDPK,SP,"Sorocaba",94.44,B,01000L5K4V,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CZMM8U,SP,"Sorocaba",93.24,B,01000KEF01,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B4USH3,SP,"Sorocaba",99.51,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CB7IKG,SP,"Sorocaba",97.59,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CW9H6H,SP,"Sorocaba",93.46,B,01000O0F1T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DZXDES,SP,"Sorocaba",76.31,B,01000KY216,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D5L606,SP,"Sorocaba",91.87,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CSKFHA,SP,"Sorocaba",80.68,B,01000NUL0T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C4MD13,SP,"Sorocaba",97.68,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DBJUMF,SP,"Sorocaba",89.66,B,01000N2O0Y,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CF0969,SP,"Sorocaba",97.44,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100661Q88,SP,"Sorocaba",99.99,B,01000E7I0F,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
01008NBN5R,SP,"Sorocaba",99.14,B,01003UFKEG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DH1S4N,SP,"Sorocaba",88.49,B,01000FLS7T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DOLAPN,SP,"Sorocaba",83.50,B,01000AYCA1,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DSWZ0W,SP,"Sorocaba",81.17,B,01000N2M1N,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CCHT6H,SP,"Sorocaba",97.41,B,010009NRB5,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D78O03,SP,"Sorocaba",90.90,B,01000LB1H6,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AV1H7F,SP,"Sorocaba",77.05,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CSLF01,SP,"Sorocaba",94.98,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D5M852,SP,"Sorocaba",92.14,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01008KWL64,SP,"Sorocaba",99.98,B,01000OGZ36,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DVPA34,SP,"Sorocaba",78.80,B,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQKW08,SP,"Sorocaba",94.72,B,01000KZTDQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DVWU0Z,SP,"Sorocaba",80.00,B,01003UFF0T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CZ9B9X,SP,"Sorocaba",93.82,B,01008C8PA5,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100DH1A5Z,SP,"Sorocaba",87.23,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CEGHDF,SP,"Sorocaba",97.40,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100C44QLA,SP,"Sorocaba",98.25,B,01000EEM4R,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100COF23Q,SP,"Sorocaba",95.38,B,01000KZTDQ,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CAQX7C,SP,"Sorocaba",97.86,B,01008MJCF7,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D1HR7Z,SP,"Sorocaba",92.15,B,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DMSK1G,SP,"Sorocaba",85.66,B,01000CD901,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DU2470,SP,"Sorocaba",81.49,B,01000B0VPV,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D64O7L,SP,"Sorocaba",90.91,B,01000KY216,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BSRFID,SP,"Sorocaba",98.82,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DJLJ37,SP,"Sorocaba",85.48,B,01000KED10,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100D4C05V,SP,"Sorocaba",92.00,B,01000O2I1H,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01000181OY,SP,"Sorocaba",72.66,B,01000AYE5G,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
01006293RH,SP,"Sorocaba",99.99,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BXAZ22,SP,"Sorocaba",98.72,B,01000B5J55,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100BOIKHA,SP,"Sorocaba",98.98,B,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010004IGAQ,SP,"Sorocaba",72.39,B,01000FLS7T,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100C76U7N,SP,"Sorocaba",97.74,B,010091Q7D8,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CR4D0F,SP,"Sorocaba",94.66,B,01000NYFFY,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DLMLC7,SP,"Sorocaba",86.79,B,01000NQ3JT,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100CZGCNY,SP,"Sorocaba",93.11,B,01000FLBGS,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CQ1IFQ,SP,"Sorocaba",95.62,B,01000LE13Q,CHURN_REVERSAL_HOOK,"Oferecer reposição do seu produto favorito."
0100D5D2EO,SP,"Sorocaba",91.34,C,01000N2O0Y,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DRQ3PM,SP,"Sorocaba",82.19,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Sugestão baseada em perfis similares da região."
0100013OB0,SP,"Sorocaba",100.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Sugestão baseada em perfis similares da região."
010005KT7S,SP,"Sorocaba",82.77,C,0100B5RE0X,LOOKALAKE_POPULAR_FEMININO,"Sugestão baseada em perfis similares da região."
010002KS1M,SP,"Sorocaba",100.00,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Sugestão baseada em perfis similares da região."
0100CIUA3Y,SP,"Sorocaba",96.32,C,0100B5RE0X,LOOKALAKE_POPULAR_FEMININO,"Sugestão baseada em perfis similares da região."
010002A33D,SP,"Sorocaba",85.19,C,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BWC32O,SP,"Sorocaba",98.73,C,0100B5RE0X,LOOKALAKE_POPULAR_FEMININO,"Sugestão baseada em perfis similares da região."
010005PHGX,SP,"Sorocaba",71.60,C,0100B5RE0X,LOOKALAKE_POPULAR_FEMININO,"Sugestão baseada em perfis similares da região."
0100E1YE4E,SP,"Sorocaba",72.31,C,01000N2O0Y,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DGVICV,SP,"Sorocaba",87.06,C,01000KRYJG,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100B2G738,SP,"Sorocaba",99.75,C,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100BBBJGV,SP,"Sorocaba",99.63,C,01000FLBGS,LOOKALAKE_POPULAR_CORPORATE,"Sugestão baseada em perfis similares da região."
0100CXU9AK,SP,"Sorocaba",93.53,C,01000E0HFX,LOOKALAKE_POPULAR_FEMININO,"Sugestão baseada em perfis similares da região."
0100D55L1I,SP,"Sorocaba",73.60,C,01000KJ0V5,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100CX8CJF,SP,"Sorocaba",92.98,C,01000CD901,LOOKALAKE_POPULAR_FEMININO,"Sugestão baseada em perfis similares da região."
010007UX06,SP,"Sorocaba",99.96,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Sugestão baseada em perfis similares da região."
0100BQML0C,SP,"Sorocaba",98.91,C,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100DSJ18V,SP,"Sorocaba",82.51,C,01000FXF0I,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
010006CHAH,SP,"Sorocaba",99.74,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Sugestão baseada em perfis similares da região."
0100CVBL8B,SP,"Sorocaba",93.75,C,01000N2W4T,CROSS_SELL_BOUGHT_TOGETHER,"Novidade do catálogo."
0100AYYFA2,SP,"Sorocaba",99.81,C,01000AYE5G,LOOKALAKE_POPULAR_CORPORATE,"Sugestão baseada em perfis similares da região."
